,scores,labels
0,0.21401894,0
1,0.20807974,0
2,0.215582,0
3,0.21738358,0
4,0.2172176,0
5,0.21546312,0
6,0.21026956,0
7,0.21985184,0
8,0.2191123,0
9,0.20379522,0
10,0.2131733,0
11,0.21271463,0
12,0.20895849,0
13,0.21905208,0
14,0.20650749,0
15,0.16437303,0
16,0.21399938,0
17,0.20884812,0
18,0.20778409,0
19,0.21653424,0
20,0.21422096,0
21,0.22107492,0
22,0.2111322,0
23,0.20988975,0
24,0.21000874,0
25,0.21043615,0
26,0.2161194,0
27,0.21928088,0
28,0.2179141,0
29,0.21196018,0
30,0.21734154,0
31,0.21055162,0
32,0.21277352,0
33,0.21834831,0
34,0.20846982,0
35,0.21695907,0
36,0.22302158,0
37,0.2198104,0
38,0.21597241,0
39,0.20063768,0
40,0.21905723,0
41,0.20544314,0
42,0.22350049,0
43,0.23204198,0
44,0.21958522,0
45,0.20039885,0
46,0.21488224,0
47,0.21070658,0
48,0.2308083,0
49,0.2106396,0
50,0.22506641,0
51,0.21620739,0
52,0.22317652,0
53,0.21097659,0
54,0.19119547,0
55,0.21472903,0
56,0.2157632,0
57,0.21326117,0
58,0.21023312,0
59,0.21851717,0
60,0.22110943,0
61,0.21167412,0
62,0.22631979,0
63,0.21463202,0
64,0.21225992,0
65,0.19920324,0
66,0.20849828,0
67,0.2071176,0
68,0.21330272,0
69,0.23881984,0
70,0.20836447,0
71,0.2017114,0
72,0.20017314,0
73,0.2126844,0
74,0.21158285,0
75,0.20848238,0
76,0.22582749,0
77,0.22618394,0
78,0.20717,0
79,0.21105814,0
80,0.2060403,0
81,0.213184,0
82,0.21731673,0
83,0.20567761,0
84,0.2168144,0
85,0.21754912,0
86,0.20408109,0
87,0.21277395,0
88,0.20985118,0
89,0.21333957,0
90,0.20684133,0
91,0.21637964,0
92,0.21709959,0
93,0.20212162,0
94,0.2167081,0
95,0.22884674,0
96,0.20456491,0
97,0.23374847,0
98,0.21504867,0
99,0.20617941,0
100,0.22062714,0
101,0.21842058,0
102,0.21514295,0
103,0.21377917,0
104,0.20941524,0
105,0.21658738,0
106,0.21245556,0
107,0.21224044,0
108,0.22205777,0
109,0.2244929,0
110,0.23112273,0
111,0.22343235,0
112,0.2193338,0
113,0.20941333,0
114,0.2244737,0
115,0.22651969,0
116,0.21889877,0
117,0.19829074,0
118,0.20553985,0
119,0.20987801,0
120,0.19944476,0
121,0.19913684,0
122,0.22432669,0
123,0.21676968,0
124,0.21531962,0
125,0.21137908,0
126,0.21775798,0
127,0.21129373,0
128,0.2286878,0
129,0.22586623,0
130,0.20128298,0
131,0.20654722,0
132,0.22133875,0
133,0.21223862,0
134,0.2136404,0
135,0.21173243,0
136,0.20069657,0
137,0.23101726,0
138,0.21390586,0
139,0.21231678,0
140,0.20406727,0
141,0.23361161,0
142,0.22156048,0
143,0.19199352,0
144,0.21497738,0
145,0.19985698,0
146,0.22397113,0
147,0.20775004,0
148,0.21974826,0
149,0.2054042,0
150,0.20775948,0
151,0.2060782,0
152,0.22597456,0
153,0.21605597,0
154,0.23449767,0
155,0.20362473,0
156,0.20544477,0
157,0.20762773,0
158,0.21163832,0
159,0.22270468,0
160,0.23323575,0
161,0.20791018,0
162,0.211978,0
163,0.2108891,0
164,0.22123705,0
165,0.2192256,0
166,0.21277288,0
167,0.22164987,0
168,0.21703647,0
169,0.21871054,0
170,0.21245527,0
171,0.22423163,0
172,0.21994534,0
173,0.22632317,0
174,0.21327753,0
175,0.21857429,0
176,0.20772369,0
177,0.22140506,0
178,0.23895536,0
179,0.2133698,0
180,0.20296803,0
181,0.20820956,0
182,0.23172377,0
183,0.22074795,0
184,0.21274729,0
185,0.21549526,0
186,0.21802242,0
187,0.21410091,0
188,0.216849,0
189,0.20993753,0
190,0.21816324,0
191,0.23156087,0
192,0.20449829,0
193,0.23836064,0
194,0.22369266,0
195,0.21826974,0
196,0.21510711,0
197,0.20929258,0
198,0.21069251,0
199,0.19692983,0
200,0.20323525,0
201,0.2307951,0
202,0.2245076,0
203,0.21641126,0
204,0.23701325,0
205,0.20908108,0
206,0.21079479,0
207,0.20571466,0
208,0.23515666,0
209,0.21557203,0
210,0.21547528,0
211,0.21386161,0
212,0.21101637,0
213,0.22269261,0
214,0.20905797,0
215,0.22134839,0
216,0.2117735,0
217,0.21573232,0
218,0.20183733,0
219,0.2164444,0
220,0.22350986,0
221,0.22166668,0
222,0.20937715,0
223,0.22369333,0
224,0.20743814,0
225,0.21615306,0
226,0.21161555,0
227,0.2440166,0
228,0.2191495,0
229,0.22736311,0
230,0.20494352,0
231,0.22254916,0
232,0.21351801,0
233,0.21276581,0
234,0.21941283,0
235,0.20757174,0
236,0.21348123,0
237,0.22143589,0
238,0.21642756,0
239,0.21585993,0
240,0.20855108,0
241,0.1968799,0
242,0.20890795,0
243,0.1899053,0
244,0.20987096,0
245,0.2004429,0
246,0.20951214,0
247,0.22659913,0
248,0.21019061,0
249,0.22908418,0
250,0.21798472,0
251,0.22082987,0
252,0.21527877,0
253,0.21681276,0
254,0.212871,0
255,0.21586342,0
256,0.23017192,0
257,0.2298256,0
258,0.22576013,0
259,0.20635562,0
260,0.21700425,0
261,0.21250463,0
262,0.21118188,0
263,0.20838895,0
264,0.19535625,0
265,0.20852137,0
266,0.19441561,0
267,0.21373753,0
268,0.21439862,0
269,0.20519328,0
270,0.22006646,0
271,0.20491247,0
272,0.2031714,0
